review_id,feature,opinion,sentiment,token,engagement
1213,0,loss,dietary,7.9719e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss - Emirates 24|7 - #QC
1217,1,supplements,special,7.9719e+17,0,@mikedelic you been consuming some special supplements or something?
1219,1,supplements,whole,7.97189e+17,0,determination and 100% natural whole food supplements
1219,1,supplements,natural,7.97189e+17,0,determination and 100% natural whole food supplements
1220,0,love,able,7.97189e+17,2,@ahelicoptermom: I love being able to pick up vitamins & supplements with my weekly Walmart shopping!
1220,0,shopping,weekly,7.97189e+17,2,@ahelicoptermom: I love being able to pick up vitamins & supplements with my weekly Walmart shopping!
1224,0,supplements,probiotic,7.97188e+17,0,Overcome probiotic supplements: mkVDQH
1224,0,supplements,Overcome,7.97188e+17,0,Overcome probiotic supplements: mkVDQH
1225,0,anything,best,7.97188e+17,1,Never Settle for anything but the best - #1stPhorm makes the Best Supplements in the business -
1229,0,vitamins,#organic,7.97188e+17,1,Which vitamins and supplements does a baby need and for how #vitaminhealth #organic vitamins...
1229,0,vitamins,Which,7.97188e+17,1,Which vitamins and supplements does a baby need and for how #vitaminhealth #organic vitamins...
1229,0,vitamins,#organic,7.97188e+17,1,Which vitamins and supplements does a baby need and for how #vitaminhealth #organic vitamins...
1229,0,vitamins,Which,7.97188e+17,1,Which vitamins and supplements does a baby need and for how #vitaminhealth #organic vitamins...
1234,0,supplements,dietary,7.97188e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss
1234,0,loss,dietary,7.97188e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss
1240,0,supplements,daily,7.97187e+17,0,My daily non RX supplements: Vit B12 (energy/important 4 vegetarian/vegan ppl) Vit B1 ( D
1241,0,review,amazing,7.97187e+17,2,Just received this amazing review on some of our supplements: Hello Bekki.
1243,0,supplements,dietary,7.97187e+17,-2,Check out our list of weight loss & dietary supplements: 9
1244,0,nutrients,other,7.97187e+17,0,"- Vitamins, minerals, and other nutrients can g..."
1245,0,supplement,fine,7.97187e+17,2,@AverageHunter @IllinoisDNR supplements r fine.
1245,0,protein,scary,7.97187e+17,-3,The prion protein in the urine and fluids is scary stuff.
1248,2,love,able,7.97187e+17,2,I love being able to pick up vitamins & supplements with my weekly Walmart shopping!
1248,2,shopping,weekly,7.97187e+17,2,I love being able to pick up vitamins & supplements with my weekly Walmart shopping!
1272,1,vitamins,#NatureMadeAtWalmart,7.97184e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1285,5,supplements,first,7.97183e+17,0,Bought my first supplements.
1287,0,supplements,dietary,7.97183e+17,-2,@Emirates247: UAE Health Ministry orders withdrawal of dietary supplements for weight loss 8 U2
1287,0,loss,dietary,7.97183e+17,-2,@Emirates247: UAE Health Ministry orders withdrawal of dietary supplements for weight loss 8 U2
1291,0,taste,mild,7.97183e+17,1,Organifi-Green Juice Superfood Supplements is astonishingly good and its taste has a mild
1295,1,wellness,optimal,7.97183e+17,1,Kyni Sunrise will help you eerience optimal wellness!
1300,1,supplements,Evaluating,7.97183e+17,0,"Evaluating dietary supplements...are they ""healthy""?"
1301,0,diet,healthy,7.97183e+17,0,"If I eat a healthy diet, do I still need to take #supplements?"
1305,0,supplements,#vitaminD,7.97182e+17,0,Institute of Medicine: #vitaminD supplements not necessary for those who are eed to adequate sunlight.
1305,0,supplements,necessary,7.97182e+17,0,Institute of Medicine: #vitaminD supplements not necessary for those who are eed to adequate sunlight.
1306,0,supplements,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements
1307,0,natural,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements 9
1307,0,natural,effective,7.97182e+17,0,Most effective natural penis growth techniques natural supplements 9
1307,0,natural,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements 9
1307,0,natural,effective,7.97182e+17,0,Most effective natural penis growth techniques natural supplements 9
1308,0,supplements,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements
1310,0,supplements,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements
1313,0,supplements,natural,7.97182e+17,0,Most effective natural penis growth techniques natural supplements
1314,0,supplements,nutritional,7.97182e+17,1,@AOAConnect: New study makes a case for using genetic testing to determine if nutritional supplements will help treat AMD.
1318,0,supplements,fat,7.97182e+17,0,@BlissFuchs3: fat burning supplements for women
1323,2,water,less,7.97181e+17,0,"long story short, it was episodes of hyponatremia aka i just need mineral supplements and to drink less water"
1324,0,quality,top,7.97181e+17,0,"@MadeinUSAPledge: #FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995"
1325,0,supplements,better,7.97181e+17,0,@TreadstoneNW: @AppliedNutri cant ask for a better advertisement for your supplements then the shape that @SwiftySmith is in https://t
1326,0,supplements,bioavailable,7.97181e+17,0,Vitamin supplements are highly bioavailable but this also decreases the body's ability to regulate how much/little it absorbs.
1329,1,effects,unwanted,7.97181e+17,0,"Mixing medications with other drugs, foods or supplements can lead to unwanted side effects."
1333,0,shopping,Start,7.9718e+17,0,Start shopping!
1334,0,shopper,easy,7.9718e+17,0,@HamburgPavilion: NuHealth makes it easy to shop local and shop small.
1334,0,shopper,easy,7.9718e+17,0,@HamburgPavilion: NuHealth makes it easy to shop local and shop small.
1334,0,prices,best,7.9718e+17,1,We offer the best prices on all your favorite supplements;... htt
1334,0,supplements,favorite,7.9718e+17,1,We offer the best prices on all your favorite supplements;... htt
1334,0,supplements,best,7.9718e+17,1,We offer the best prices on all your favorite supplements;... htt
1340,0,vitamins,#NatureMadeAtWalmart,7.9718e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1341,0,supplements,probiotic,7.9718e+17,2,The very best probiotic supplements: wjueUa
1341,0,supplements,best,7.9718e+17,2,The very best probiotic supplements: wjueUa
1342,0,health,great,7.9718e+17,1,Brain Health Supplements Market: Hectic lifestyle coupled with mental stress makes brain health supplement a great
1359,0,vitamins,#NatureMadeAtWalmart,7.97179e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1362,0,supplements,dietary,7.97179e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 0
1362,0,loss,dietary,7.97179e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 0
1375,0,food,healthy,7.97179e+17,0,Are you looking for healthy food for your cats?
1385,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 #MadeinUSA"
1386,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 9 #MadeinUSA"
1387,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 0 #MadeinUSA"
1388,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 #MadeinUSA"
1389,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 #MadeinUSA"
1390,0,quality,top,7.97178e+17,0,"#FF @NutraSenseCo Manufacturing its niche line of top quality, USA-sourced & made supplements since 1995 #MadeinUSA"
1396,0,supplements,fine,7.97178e+17,1,us Africans just fine with rice supplements u
1398,0,supplements,recommended,7.97178e+17,0,@1800PetMeds: Top 6 recommended supplements for aging pets: #SeniorPetMonth
1400,0,supplements,full,7.97178e+17,-2,Surgery outcomes are proving poorer when pt is full of meds supplements and DIEt crap
1401,0,supplements,mass,7.97178e+17,0,I got my mass building supplements.
1437,0,vitamins,#NatureMadeAtWalmart,7.97175e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1456,1,prices,low,7.97173e+17,-1,"Still time to take an EXTRA 20% OFF our low, low sale prices on ALL @Cellucor #supplements Here --"
1465,0,supplements,dietary,7.97172e+17,-2,#_ UAE Health Ministry orders withdrawal of dietary supplements for weight loss d2
1471,0,toxins,worst,7.97172e+17,-2,"@DrQuantumMind: The 10 worst toxins hidden in vitamins, supplements and health foods:"
1486,0,results,big,7.97171e+17,0,Adding supplements to your bodybuilding diet for big results
1493,0,supplements,aleatory,7.9717e+17,0,Which bodybuilding supplements unambiguously aleatory?
1512,10,supplements,better,7.97169e+17,0,@AppliedNutri cant ask for a better advertisement for your supplements then the shape that @SwiftySmith is in
1518,0,supplements,Go-To,7.97168e+17,0,Here are Dimitri's Go-To supplements that can help!
1521,0,quality,top,7.97168e+17,1,#FF @NutraSenseCo Manufacturing top quality USA-sourced & made supplements since 1995 Proudly #MadeinUSA
1522,0,vitamins,fat-soluble,7.97168e+17,0,How does the body process fat-soluble vitamins?
1528,3,supplements,only,7.97168e+17,1,The only supplements I use are Reese's and hot fries TBH lol
1531,0,vitamins,#NatureMadeAtWalmart,7.97167e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1540,0,life,better,7.97167e+17,0,Cheryl Baker tells you how Viviscal Hair Supplements changed her life for the better and gave her back the...
1545,0,amount,necessary,7.97167e+17,0,Cellucor : RT xmisscharlesx: Supplements help your body replenish the necessary amount of
1556,0,supplements,natural,7.97166e+17,0,@LucidityGuide: These natural supplements may be just what you need to control your dreams tonight: #luciddream
1561,0,supplements,lead,7.97165e+17,0,@AwaxED @BrickeSkwad @KotyaED they won't fuck with us country folk I'll put 3 lead supplements in em
1562,5,supplement,not dietary,7.97165e+17,-1,Let us all pray for a world where people don't sell shitty dietary supplements and other similar scams on Facebook.
1562,5,supplements,dietary,7.97165e+17,-1,Let us all pray for a world where people don't sell shitty dietary supplements and other similar scams on Facebook.
1584,1,vitamin,stupid,7.97163e+17,-1,Vitamin D is a stupid vitamin.
1584,1,supplements,daily,7.97163e+17,-1,"I take 3 vitamin D supplements daily and a weekly one, but still have low Vitamin D. What is sunlight??"
1588,0,supplements,dietary,7.97162e+17,1,"@JAJafri: #Probiotics, beneficial live bacteria& yeasts taken as dietary supplements, can improve cognitive function in humans #Yogurt #"
1588,0,function,cognitive,7.97162e+17,1,"@JAJafri: #Probiotics, beneficial live bacteria& yeasts taken as dietary supplements, can improve cognitive function in humans #Yogurt #"
1594,1,supplements,desiccated,7.97161e+17,0,Just took some desiccated liver supplements while sitting in a @chrismasterjohn lecture on fat
1608,0,supplements,enzyme,7.97159e+17,0,"@CreightonJk @tumblr no, enzyme supplements are required"
1619,0,supplements,dietary,7.97157e+17,-1,@ScrippsHealth: Did you know that some dietary supplements can have high-risk drug interactions?
1623,0,vitamins,#NatureMadeAtWalmart,7.97156e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1627,0,vitamins,#NatureMadeAtWalmart,7.97155e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1632,0,supplements,#turmeric,7.97155e+17,0,@DESIblitz Consider adding #turmeric to your #hemp supplements.
1639,0,supplements,best,7.97153e+17,1,Click the above link to get the best supplements on the market - #ABOVETHEREST 0U
1640,0,supplements,Overpower,7.97153e+17,0,Overpower probiotic supplements: kYvxRF DU
1640,0,supplements,probiotic,7.97153e+17,0,Overpower probiotic supplements: kYvxRF DU
1646,1,work,synergistically,7.97152e+17,1,10 #Herbs that synergistically work well together to increase cellular #energy.
1650,2,supplements,dietary,7.97152e+17,-1,Did you know that some dietary supplements can have high-risk drug interactions?
1662,0,vitamins,#NatureMadeAtWalmart,7.97151e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1663,0,supplements,clear,7.97151e+17,0,Is her for a certainty clear as day so ttake axerophthol supplements: JrwnNI D
1666,0,supplements,healthy,7.97151e+17,0,@snowtigger35: Let Schwartz Bioresearch Keep you healthy all year long with supplements that have been extensively researched to... http
1668,0,supplements,favorite,7.9715e+17,1,My favorite Glutathione supplements are Lipoceutical Glutathione C & Glutathione...
1669,0,supplements,favorite,7.9715e+17,1,My favorite Glutathione supplements are Lipoceutical Glutathione C & Glutathione...
1670,0,supplements,favorite,7.9715e+17,1,My favorite Glutathione supplements are Lipoceutical Glutathione C & Glutathione Sublingual
1672,0,supplements,silage,7.9715e+17,1,@farmersjournal: Where does the value lie in silage supplements?
1680,0,supplements,good,7.97149e+17,1,@EdzardErnst: Dietary supplements are good for athletes - aren't they?
1682,6,supplements,@monaeltahawy,7.97149e+17,2,"""Only you can save yourself, but solidarity plays a great role"", @monaeltahawy supplements @MohamedNasheed's ""get strength from one another"""
1683,0,prices,negative,7.97149e+17,-1,Excepting negative prices in contemplation of paramountcy inland highest contradictory aging supplements: eOSq
1691,0,vitamins,#NatureMadeAtWalmart,7.97148e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1694,0,supplements,natural,7.97148e+17,-3,"In addition to exercise and eating properly, here are 4 natural supplements you should take to eliminate the pain"
1697,0,vitamins,#NatureMadeAtWalmart,7.97148e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1698,0,vitamins,#NatureMadeAtWalmart,7.97147e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1701,4,supplements,best,7.97146e+17,1,Click the above link to get the best supplements on the market - #ABOVETHEREST
1704,0,vitamins,#NatureMadeAtWalmart,7.97146e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1707,2,supplements,dietary,7.97146e+17,1,"#Probiotics, beneficial live bacteria& yeasts taken as dietary supplements, can improve cognitive function in human"
1707,2,function,cognitive,7.97146e+17,1,"#Probiotics, beneficial live bacteria& yeasts taken as dietary supplements, can improve cognitive function in human"
1713,0,food,natural,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,food,gluten-free,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,food,certified-organic,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,food,#food,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,products,#food,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,products,natural,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,products,large,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,foods,gluten-free,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,foods,#food,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,foods,natural,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1713,0,foods,certified-organic,7.97146e+17,0,"@SMCornucopia: We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic foods."
1716,0,products,gluten-free,7.97145e+17,0,"We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic"
1716,0,products,#food,7.97145e+17,0,"We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic"
1716,0,products,natural,7.97145e+17,0,"We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic"
1716,0,products,large,7.97145e+17,0,"We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic"
1716,0,products,certified-organic,7.97145e+17,0,"We stock a large selection of natural #food products and #supplements, including gluten-free and certified-organic"
1718,3,supplements,natural,7.97145e+17,0,#Competition:- #Win 2 months of natural supplements proven to help your skin glow!
1718,3,supplements,#Win,7.97145e+17,0,#Competition:- #Win 2 months of natural supplements proven to help your skin glow!
1720,0,amount,necessary,7.97144e+17,0,@xmisscharlesx: Supplements help your body replenish the necessary amount of dietary nutrients it needs so here's mine get urs now @Cell
1720,0,nutrients,dietary,7.97144e+17,0,@xmisscharlesx: Supplements help your body replenish the necessary amount of dietary nutrients it needs so here's mine get urs now @Cell
1720,0,nutrients,necessary,7.97144e+17,0,@xmisscharlesx: Supplements help your body replenish the necessary amount of dietary nutrients it needs so here's mine get urs now @Cell
1724,0,supplements,dietary,7.97144e+17,-2,@UAENews: UAE Health Ministry orders withdrawal of dietary supplements for weight loss 2
1724,0,loss,dietary,7.97144e+17,-2,@UAENews: UAE Health Ministry orders withdrawal of dietary supplements for weight loss 2
1729,0,supplements,dietary,7.97144e+17,0,UAE Health Ministry orders withdrawal of two dietary supplements - The National - #QC
1730,0,supplements,Pre-workout,7.97144e+17,0,Pre-workout supplements: Proprietary blends of mystery - The Signal - #QC
1731,0,diets,Special,7.97144e+17,1,"Ex... kids on Special diets, supplements, minerals, detoxed?"
1733,0,diet,thru,7.97144e+17,1,"@Katherinelorna @Sawbones PCOS can be managed thru diet & lifestyle, certain supplements like inositol and medicines like metformin"
1733,0,supplements,certain,7.97144e+17,1,"@Katherinelorna @Sawbones PCOS can be managed thru diet & lifestyle, certain supplements like inositol and medicines like metformin"
1735,1,supplements,penis,7.97144e+17,0,@SOSDeveloper @thehill If I click on this link will another ad for penis enlargement supplements pop up just like your first link?
1737,0,vitamins,determinate,7.97144e+17,-1,The nutritious guess of tip the scales weakening supplements other determinate nourishment vitamins: AIdZKT
1737,0,vitamins,other,7.97144e+17,-1,The nutritious guess of tip the scales weakening supplements other determinate nourishment vitamins: AIdZKT
1741,0,building,#muscle,7.97143e+17,0,#CO company fined $100k for illegally selling synthetic steroids by claiming they were #muscle building
1745,0,anything,best,7.97143e+17,1,Never Settle for anything but the best - #1stPhorm makes the Best Supplements in the business -
1753,0,vitamins,#NatureMadeAtWalmart,7.97142e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1754,0,vitamins,#NatureMadeAtWalmart,7.97142e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1755,0,supplements,silage,7.97142e+17,1,Where does the value lie in silage supplements?
1761,0,people,more,7.97141e+17,0,"@MaasAngela A pandemic is overdone, but fact is that more people spend time indoors."
1763,0,supplements,#prenatal,7.97141e+17,0,Patients can get the extra #folic acid they may need from Mteryti Folic 5 #prenatal supplements.
1765,0,people,More,7.97141e+17,0,More people need to realize the benefits of whole food effects rather than relying on supplements.
1765,0,effects,whole,7.97141e+17,0,More people need to realize the benefits of whole food effects rather than relying on supplements.
1767,1,supplement,fresh,7.9714e+17,1,@deanogymlover1 @Xercise4Less @TeamScitec nice nothing better then supplements being fresh!
1772,2,supplements,dietary,7.9714e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 2
1772,2,loss,dietary,7.9714e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 2
1776,0,amount,recommended,7.9714e+17,0,@Health24com: Misunderstandings about the recommended amount of vitamin D have led to misinterpretation of blood tests
1777,5,supplements,dietary,7.9714e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 8
1777,5,loss,dietary,7.9714e+17,-2,UAE Health Ministry orders withdrawal of dietary supplements for weight loss 8
1789,2,supplements,only,7.97138e+17,1,"@RTcoe @Onnit @Megsalodon @CoachCristianGP They have the only supplements I actually believe in, and they're good at motivating/encouraging"
1792,0,supplements,suspect,7.97137e+17,0,#BrainAndMemoryFoundation Why dietary supplements are suspect.
1795,0,supplements,natural,7.97137e+17,-3,"In addition to exercise and eating properly, here are 4 natural supplements you should take to eliminate the pain"
1797,0,supplements,nutritional,7.97137e+17,0,Finding the balance between nutritional supplements and eye health
1799,0,nutrition,right,7.97137e+17,0,"If we feed our body the right nutrition, avoid chemicals, get the toxins out, and take the right supplements,... 9"
1799,0,supplements,right,7.97137e+17,0,"If we feed our body the right nutrition, avoid chemicals, get the toxins out, and take the right supplements,... 9"
1800,0,supplements,natural,7.97137e+17,0,Most effective natural penis growth techniques natural supplements
1801,0,dose,#MD,7.97137e+17,0,Chat with your #MD before you dose!
1803,0,supplements,new,7.97137e+17,0,Need some new supplements?
1803,0,gainers,mass,7.97137e+17,0,"We stock test boosters, protein powders, mass gainers, fat burners - everything!"
1806,0,supplements,new,7.97137e+17,0,Need some new supplements?
1806,0,gainers,mass,7.97137e+17,0,"We stock test boosters, protein powders, mass gainers, fat burners - everything!"
1810,0,lot,big,7.97137e+17,0,There's a big assumption with a lot of people that specific Supplements...
1821,0,supplements,favourite,7.97136e+17,1,@VeronikaShares: @sharemyyear @MyproteinUK My Protein is my favourite website for supplements.
1822,0,supplements,probiotic,7.97136e+17,0,Giveaway probiotic supplements: mpgUNA
1832,0,review,latest,7.97135e+17,0,Read our latest review of the product by Joel P via @yotpo
1832,0,product,latest,7.97135e+17,0,Read our latest review of the product by Joel P via @yotpo
1836,0,quality,highest,7.97134e+17,0,The highest quality... 0
1841,0,anything,best,7.97133e+17,1,Never Settle for anything but the best - #1stPhorm makes the Best Supplements in the business -
1842,1,nutrient,important,7.97133e+17,0,"#Fish #Oil is the natural oil discovered in the oily fish tissues, consisting of an important nutrient known as..."
1844,1,supplements,super,7.97133e+17,2,A cracking & well informed article on super supplements @rebeccaxnewman thanks for the inclusion @ESMagOfficial
1844,1,supplements,informed,7.97133e+17,2,A cracking & well informed article on super supplements @rebeccaxnewman thanks for the inclusion @ESMagOfficial
1848,0,supplements,mad,7.97133e+17,-1,@IcedKnife: why i gotta write mad supplements for college im so not down
1859,0,supplements,dietary,7.97131e+17,-2,"@Dubaiinformer: Health Ministry orders withdrawal of dietary supplements for weight loss, staminaenhancement"
1859,0,loss,dietary,7.97131e+17,-2,"@Dubaiinformer: Health Ministry orders withdrawal of dietary supplements for weight loss, staminaenhancement"
1865,0,supplements,nutritional,7.97131e+17,1,"@inabster: Owing to #Murdoch #Brexit, prices have shot up on the Internet for certain nutritional supplements by 44%, thanks #Leavers, s"
1872,0,vitamins,#NatureMadeAtWalmart,7.97131e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1873,0,nutrients,sufficient,7.97131e+17,0,More are turning to #supplements as a means of getting sufficient nutrients.
1874,3,supplements,dietary,7.9713e+17,-2,"Health Ministry orders withdrawal of dietary supplements for weight loss, staminaenhancement"
1874,3,loss,dietary,7.9713e+17,-2,"Health Ministry orders withdrawal of dietary supplements for weight loss, staminaenhancement"
1893,0,vitamins,#NatureMadeAtWalmart,7.97129e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1899,0,supplements,natural,7.97128e+17,0,"@realDonaldTrump Ideal, vitamins, natural supplements, and natural medicinal consults 2B deductions, as HEALTH is a HUGE issue4everyone!"
1902,0,vitamins,#NatureMadeAtWalmart,7.97128e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1910,1,supplements,favourite,7.97127e+17,1,@sharemyyear @MyproteinUK My Protein is my favourite website for supplements.
1921,0,supplements,Trounce,7.97126e+17,0,Trounce probiotic supplements: HdwsrP
1921,0,supplements,probiotic,7.97126e+17,0,Trounce probiotic supplements: HdwsrP
1923,0,vitamins,#NatureMadeAtWalmart,7.97126e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1943,1,supplements,Topical,7.97125e+17,0,Topical glycosaminoglycans supplements can help to provide restoration of enzyme balance to slow or prevent matrix breakdown.
1943,1,balance,enzyme,7.97125e+17,0,Topical glycosaminoglycans supplements can help to provide restoration of enzyme balance to slow or prevent matrix breakdown.
1945,0,supplements,dietary,7.97125e+17,0,UAE Health Ministry orders withdrawal of two dietary supplements #UAE C
1946,0,supplements,dietary,7.97125e+17,0,Dr Jeff Bland: The future of dietary supplements is to marry itself into this scientific wel...
1956,0,pills,natural,7.97124e+17,0,"Do natural butt enhancement pills and creams really work to give you a fuller, bigger butt?"
1958,0,vitamins,#NatureMadeAtWalmart,7.97124e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1960,0,supplements,big,7.97123e+17,0,BCAA supplements are big moneymakers but they just don't live up to the hype.
1962,0,feel,stronger,7.97123e+17,0,"@karenallen: @myritual Only a week in, but my nails feel stronger."
1962,0,supplements,other,7.97123e+17,0,"I'm only taking ritual, no other supplements."
1963,1,supplements,prenatal,7.97123e+17,0,We recommend taking prenatal supplements starting several months before conception via @nhfhealthychild
1968,0,supplements,nutritional,7.97123e+17,0,#Vegan What families can do to help their autistic child using diet changes & nutritional supplements.
1970,0,vitamins,#NatureMadeAtWalmart,7.97123e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
1972,0,recovery,#strength,7.97123e+17,0,#vitamind enhances #strength recovery aft damaging #exercise #supplements #fitness #crossfit #runners
1973,0,health,joint,7.97123e+17,1,Eliminate free radicals and improve your joint health with #LifeGlowTurmeric supplements!
1973,0,supplements,#LifeGlowTurmeric,7.97123e+17,1,Eliminate free radicals and improve your joint health with #LifeGlowTurmeric supplements!
1976,1,protein,sure,7.97122e+17,0,buying protein and supplements is a sure way to coerce a cheap ass to workout again
1980,6,supplements,different,7.97122e+17,-1,He or she has just screwed up my bowels so I'm taking a few different supplements now.
1980,6,supplements,few,7.97122e+17,-1,He or she has just screwed up my bowels so I'm taking a few different supplements now.
1984,0,boost,natural,7.97122e+17,1,@SwansonVitamins: Achieve a natural energy boost with 10 herbal supplements like green tea and ginseng: d https://
1984,0,supplements,herbal,7.97122e+17,1,@SwansonVitamins: Achieve a natural energy boost with 10 herbal supplements like green tea and ginseng: d https://
1989,0,vitamins,#NatureMadeAtWalmart,7.97122e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2002,0,supplements,many,7.97121e+17,1,"Guys, taking too many supplements like vitamin D can be dangerous to your..."
2008,0,supplements,folic,7.97121e+17,0,"@DanYanney_: Take folic acid supplements, only if your doctor recommends it."
2014,0,office,not able,7.9712e+17,0,"@drinkinmelilt I wouldn't be able to function during my period without taking evening primrose oil supplements, 10/10"
2014,0,supplements,primrose,7.9712e+17,0,"@drinkinmelilt I wouldn't be able to function during my period without taking evening primrose oil supplements, 10/10"
2027,1,supplements,Fundamental,7.97119e+17,2,@PsychologiesMag #win a 30 day supply of Beautiful & Fundamental supplements from @EquiLondon RT & follow @psydirector #FreebieFriday
2033,0,vitamins,#NatureMadeAtWalmart,7.97119e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2035,2,supplements,new,7.97119e+17,2,@rebeccaxnewman rounds up the new wave of super supplements
2035,2,supplements,super,7.97119e+17,2,@rebeccaxnewman rounds up the new wave of super supplements
2038,0,contents,full,7.97119e+17,0,"@ImmigrantBios: Newly published: ""Immigrant Entrepreneurship: The German-American Eerience since 1700,"" full contents online https://t"
2040,2,supplements,Fundamental,7.97119e+17,2,#win a 30 day supply of Beautiful & Fundamental supplements from @EquiLondon RT & follow @psydirector to enter our
2041,0,supplements,Liver,7.97119e+17,0,Liver damage from supplements is on the rise #CRSalud #CRSponsored
2042,0,problems,salubriousness,7.97119e+17,-1,Automatism respecting calcium magnesium supplements pocket old-age insurance an bit in order to break salubriousness problems: UbmrUA
2054,4,supplements,Calcium,7.97118e+17,-1,Calcium supplements linked to increased heart disease risk.
2057,1,fat,safer,7.97118e+17,1,Some research suggests lauric acid might be a safer fat than #transfats in food preparations.
2064,0,supplements,Pattern,7.97117e+17,0,Pattern probiotic supplements: LUdOfF
2064,0,supplements,probiotic,7.97117e+17,0,Pattern probiotic supplements: LUdOfF
2065,0,vitamins,#NatureMadeAtWalmart,7.97117e+17,0,Grab #NatureMadeAtWalmart vitamins and supplements!
2066,0,amount,adequate,7.97117e+17,0,"@HowtocareBHair: Taking supplements, drinking adequate amount of water and exercising is effective when growing long healthy hair."
2066,0,water,adequate,7.97117e+17,0,"@HowtocareBHair: Taking supplements, drinking adequate amount of water and exercising is effective when growing long healthy hair."
2073,0,products,NSF-certified,7.97117e+17,0,This new certification eands the Nutrilite supplement portfolio of NSF-certified products in North America!
2075,1,supplements,dietary,7.97117e+17,0,UAE Health Ministry orders withdrawal of two dietary supplements
